Precinct_name,Contest_title,candidate_name,Party_Code,total_votes
111,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
111,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
111,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
112,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
112,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
112,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
112,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
112,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
112,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
112,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
113,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
113,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
113,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
113,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
113,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
113,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
113,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
116,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
116,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
116,"PROPOSITION, MANOR ISD",Against,,0
116,"PROPOSITION, MANOR ISD",For,,0
117,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
117,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
117,"PROPOSITION, MANOR ISD",Against,,0
117,"PROPOSITION, MANOR ISD",For,,0
118,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
118,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
120,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
120,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
120,"PROPOSITION, MANOR ISD",Against,,0
120,"PROPOSITION, MANOR ISD",For,,0
121,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
121,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
121,"PROPOSITION, MANOR ISD",Against,,0
121,"PROPOSITION, MANOR ISD",For,,0
122,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
122,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
123,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
123,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
123,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
123,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
123,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
124,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
124,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
125,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
125,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
125,"PROPOSITION, MANOR ISD",Against,,0
125,"PROPOSITION, MANOR ISD",For,,0
126,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
126,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
127,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
127,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
127,"PROPOSITION, MANOR ISD",Against,,0
127,"PROPOSITION, MANOR ISD",For,,0
128,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
128,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
128,"PROPOSITION, MANOR ISD",Against,,0
128,"PROPOSITION, MANOR ISD",For,,0
129,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
129,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
129,"PROPOSITION, MANOR ISD",Against,,0
129,"PROPOSITION, MANOR ISD",For,,0
130,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
130,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
131,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
131,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
132,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
132,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
133,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
133,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
134,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
134,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
135,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
135,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
136,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
136,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
136,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
136,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
136,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
137,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
137,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
137,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
137,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
137,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
139,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
139,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
139,"PROPOSITION, MANOR ISD",Against,,0
139,"PROPOSITION, MANOR ISD",For,,0
140,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
140,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
141,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
141,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
141,"PROPOSITION, MANOR ISD",Against,,0
141,"PROPOSITION, MANOR ISD",For,,0
142,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
142,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
145,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
145,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
145,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
145,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
145,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
146,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
146,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
146,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
146,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
146,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
148,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
148,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
148,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
148,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
148,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
149,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
149,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
150,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
150,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
150,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
150,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
150,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
151,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
151,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
152,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
152,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
153,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
153,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
153,"PROPOSITION, MANOR ISD",Against,,0
153,"PROPOSITION, MANOR ISD",For,,0
154,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
154,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
154,"PROPOSITION, MANOR ISD",Against,,0
154,"PROPOSITION, MANOR ISD",For,,0
156,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
156,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
156,"PROPOSITION, MANOR ISD",Against,,0
156,"PROPOSITION, MANOR ISD",For,,0
160,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
160,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
160,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
160,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
160,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
160,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
160,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
161,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
161,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
161,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
161,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
161,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
163,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
163,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
163,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
163,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
163,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
164,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
164,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
200,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
200,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
202,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
202,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
203,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
203,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
203,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
203,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
203,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
203,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
203,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
205,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
205,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
205,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
205,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
205,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
205,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
205,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
206,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
206,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
207,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
207,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
208,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
208,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
209,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
209,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
210,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
210,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
211,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
211,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
211,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
211,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
211,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
211,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
211,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
212,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
212,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
213,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
213,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
214,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
214,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
215,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
215,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
215,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
215,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
215,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
215,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
215,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
216,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
216,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
216,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
216,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
216,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
216,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
216,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
217,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
217,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
218,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
218,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
218,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
218,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
218,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
218,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
218,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
219,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
219,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
219,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
219,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
219,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
220,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
220,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
221,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
221,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
222,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
222,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
223,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
223,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
224,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
224,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
226,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
226,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
226,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
226,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
226,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
226,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
226,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
227,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
227,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
227,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
227,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
227,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
227,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
227,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
227,"PROPOSITION, MANOR ISD",Against,,0
227,"PROPOSITION, MANOR ISD",For,,0
228,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
228,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
229,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Mario Acosta,,0
229,"PLACE 3, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Renae Mitchell,,0
229,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Matt Robertson,,0
229,"PLACE 4, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Vernagene Mott,,0
229,"PLACE 5, BOARD OF TRUSTEES, PFLUGERVILLE ISD",Carol L. Fletcher,,0
231,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
231,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
232,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
232,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
233,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
233,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
234,"BOARD OF DIRECTORS, RIVER PLACE MUNICIPAL UTILITY DISTRICT",Art Jistel,,0
234,"BOARD OF DIRECTORS, RIVER PLACE MUNICIPAL UTILITY DISTRICT",Ken Bartlett,,0
234,"BOARD OF DIRECTORS, RIVER PLACE MUNICIPAL UTILITY DISTRICT",Scott A. Crosby,,0
234,"BOARD OF DIRECTORS, RIVER PLACE MUNICIPAL UTILITY DISTRICT",Scott Agthe,,0
234,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
234,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
235,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
235,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
236,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
236,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
237,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
237,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
238,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
238,"PROPOSITION 1, CITY OF AUSTIN",For the Ordinance,,0
239,"PROPOSITION 1, CITY OF AUSTIN",Against the Ordinance,,0
